Text,Sub-task A
"Even a degraded PROSTITUDE has a better charecter then this scunk Arundhadi
Roy. The safest place for Indians is to put this scunk behind high security
PRISON.",NAG
"Kasturi is making faces as if Kalla kutta (Kanaiya Kumar) is trying to f$#%
.... these are more dangerous than rohingya.",NAG
You are nice boss,NAG
It is true relationship that real world needs,NAG
Fuck boy😂😂😂😂😂😂😂😂😂😂,OAG
"Shame on this Arundhati. Instigating innocent people . Please book her and
send to jail",NAG
"BRO MOVIE IS MOVIE.SEE AT AS A MOVIE.  
AND WE ONLY LIKE THIS MOVIE BECAUSE THE ACTING OF SHAHID WAS VERY GOOD.  
And people atleast got to know that they should not self harm for anyone.  
And atleast some struggle was there in movie that how people get so disastrous
after a break up.  
All girls are brainless creatures and Main story of every girl is they first
start loving a fuck boi who dont respect her at all and when he ditch her,they
openly say with their shitty mouth that all boys are same.  
Person who genuinly like krta h usse to vo banda intrest hi nhi marta.  
So in 14 -20 yr old nibbis and even nibbas are just mad.Stay away from
relation ship in these years coz there are rarely anyone who who know their
wants.  
Girls are mad.Stay away from them as much as possible.Dont follow them
blindly.Let them do whatever they want coz they even themselves dont know what
they want.They r fucking idiots.",OAG
+Naughty World welcome,NAG
nice video.i want this relationship,NAG
Horrible😱,CAG
Everyone know who is ranga Billa in current situation..,NAG
"I have watched only the Telugu version Arjun Ready.  
Here we loved the acting of the hero as an ANGRY YOUNG MAN.  
I don't think he has no value for his friends. Yeah he disrespects them. But
they too know him for a very long time and his friend wants to help him cause
his friend wants the Hero to have a better life.  
Not just a dummy character like in other Bollywood movies. It's the bonding
between the friends.",NAG
bro. 👍👍👍👍👍👍,NAG
Thanks brother,NAG
"Kabir is the most irritating character I have ever seen , movie without a
story line !",CAG
I love how brave he is.,NAG
Bhai review movie article 15 please .,NAG
So happy to hear this from you,NAG
BEST GUY U ARE BRO,NAG
"You got my respect brother... even the name Bollywood implies that they are
not even capable of thinking a name of the industry.",NAG
"The Movie was crafted very cleverly and was a true entertainment... It just
goes wrong where people start getting inspired by it. If this movie was
according to Shwetabh it wouldn't have an entertainment factor (even though I
agree with him). People come to watch hyper exaggerated movies. The only
problem is they start relating stuff personally and getting motivated. This
video is an eye-opener for such people... Great content Shwetabh!",NAG
Very funny 😎😎,NAG
@Naughty World 😉😉😉😉😉,NAG
HI HANDSOME ..,NAG
She should be thrashed harder. How we Indians ar taken for granted,OAG
"The issue is some audiences eg Europe do not celebrity worship the actor who
played SS nazi in Schindler list. Unlike Indian audience that hero worship
ranvir Singh as khilji or terrorist drug addict ranbir as sanju. Now this vile
misogynist rapist druggged alcoholic in kabir Singh. Until a major audience
and culture treat women equally. These characters must be abused in reviews",OAG
"Do analysis of super30 .. education, corruption,money.",NAG
Bro JOKER movie review. Like it who all want him to do.,NAG
Brother you talk to you right,NAG
Love you pratik Bhai,NAG
Xxxooo,NAG
show her article on afzal guru hanging,NAG
"Iam from Odisha state bhubaneswar iam specialist body Massagboy home services
available first demo free service 09777070288 only interested lady msg me on
whatsapp and call me if you want 7",NAG
Should be cut the penies those criminals,CAG
Nloe,NAG
Nice Video form Jalpaiguri,NAG
"So finally RANGA is the real Indian and not Naushad and Abdul Kader, good to
hear that. So dear Naushad and Abdul Kaderif, if you believe your ancestors
could have chosen PK for you then you are still free to try it to know your
worth there and find what India was. Be loyal to the country you are living in
or move to the country you want to be loyal with.",NAG
She doesn't know what is she saying she is half mad.,OAG
Why r u giving so many spoilers in review..??,NAG
dhyanu Valmiki hii,NAG
ARUN DHATI ROY HAS NO CLOUT IN INDIA IGNORE HER,NAG
Funny Video..India respects human rights bro😉😀😅,NAG
Really Really appreciate. fuck the police and judges too,OAG
Janwar black fancy Dawood Aarushi Choudhary,NAG
"That fucking yellow jatt is...a asshole ..he shuld be kicked on his
ass.....bencho...saala bsdk",NAG
Or gud,NAG
What the actual fuck is this film,OAG
"[12:40](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=12m40s) sorry but we
prefer girls more than family 😠😠😠",NAG
Megha here 😂😂,NAG
Good....u r showing the real world....exposing the feminists and liberals,OAG
"No hope for the cigarette smoking whore. Might as well just get mashed under a
truck. And that other guy should be burnt alive along with the whore that
caused his life!",NAG
Kabir singh was chutiya movie,NAG
Thanks brother.. ankhe khol di... amazing explanation. 🙏🙏🙏🙏,NAG
"ARUNDHUTI ROY  
ADDRESS. GOLI NO 2 , G B ROAD. OLD DELHI .",NAG
"This likes short movies inhanse the crimes so cheap india and cheap their
movies",CAG
"Congress and other left parties will be destroyed again in 2024.  
In next lok sabha election BJP will cross 350 seats.  
These pseudo liberals and pseudo seculars will only make this possible by
their acts.",NAG
"I totally agree with your thoughts??  
  
Check my profile  
  
Search JAWED creator channel",NAG
"@ᵇᵃᵈBeast Boss whatever he is always stand for India he donates 5 crore to
soldier's(pulwama terror attack nd not 1 time he always donate money for
Indian peoples",NAG
Ooo,NAG
Arnab is exposing these fools like onions.,NAG
great husband👍,NAG
Hlo ji,NAG
arundhati roy is a psycho,NAG
"Right, next time i am more motivated to vote BJP to power so we get India
become cancer free",NAG
I never believe it.,NAG
such a good movie,NAG
This is not a review,NAG
You are talking about sucharita..,NAG
"Not only she is alone doing but there are dozens of such anti-indian
presstitutes are repeatedly doing in some or the other way, but we Hindus just
prefer to sleep soundly even when there is national threat",NAG
"Really... You tried to analyze the cinematography of the movie Joker and so
much sympathy on the character... if someone like a depressed person got
inspired by this movie and kills a person then what?.... Stop this overaction
and try to watch Kabir Singh from technical point of view like what u did for
Joker.. don't give lectures on how the character should behave in the movie..
like Kabir took drugs and left Preeti so he is not responsible.. shut the F..
up . Sandeep Vanga is going to direct a crime movie.. prepare some points on
how the characters should behave in that upcoming movie and send it to
Sandeep... stupid...",CAG
"Respect for you sir, you are a very good person 🙏🇮🇳, keep going",NAG
"@Vishal wow wow really i need to tell u????? We all know the problem of
toilets old ppls in village they dont want toilets in thier home thats the
huge problem for womens we also watched in movie so akshay kumar create the
change movie gave msg to indian ppls thats wrong we have to build toilets in
house in movie he build toilet for his wife and u took only that msg about
particular scene or r u only saying about that how to take picture secretly of
girls?????ok so this msg u took by movie hahahaahh go nd watch again",NAG
I agree with your opinion pratik bhai,NAG
"I am a gay and I don't care that public and sosity what think about me I have
not any friends because I am gay kya koi mujhse friendship karegaa my no. Is
6266631619 please reply soon after read my message 😄😄😘😘",NAG
All done 377,NAG
Her language is like pig sitting in gutters.,NAG
Make a video on Greta Thunberg,NAG
Very very very very good,NAG
"Watched Arjun Reddy. Didn't feel anything as film campanion said.  
  
Movie was way too long but acting of every one was so intense that I couldn't
get away.",NAG
Well said bro...,NAG
"Kutte ki tarah pyar lol bc satya vachan bhai 😂  
Although I will agree with that point of putting item song in nationalism
films also, like seriously bc out of any other genre why Item songs!!? 🤔",NAG
"So you seriously went from women who don't like the movie to women who want
equality and dived right into liberalism??? Wow and confirmed all by yourself
that all that rape allegations on army men are wrong ! I am not saying I'd it
happened or not but wow mr_three_eyed_raven you confirmed it! Thanks",CAG
"Dear Pratik,  
Not all feminists and liberals go to extreme measures like putting down men
and humanising terrorists and what not. The cultural values you keep referring
to are ruining women's and even men's lives in the whole world and especially
in India. Need i mention dowry, domestic violence, rapes, false rape
accusations, lgbtq rights, mard ko dard nahi hota crap? You just bashed  
two communities because of the behaviour of some of its members which is
exactly what you accused them to do. You are a hypocrite. You are influencing
a huge amount of people what you just did was spread hatred. Did you know
feminist actually means the equality of the sexes not manhating as you said?
As for the review if you call slapping each other, bashing your partner's
family, not being able to confront you dad about forcing you into marriage
with another guy after becoming an independent woman(a doctor!) , forcing a
girl on knife point to show her body, drugs, smoking and drinking excessively
because you cannot deal with a breakup, performing surgury while intoxicated a
heroic romance then god bless you. God save you.  
Sincerely,  
A feminist",OAG
